po_id,supplier_id,product_id,order_date,date_id,quantity_ordered,standard_unit_price,actual_unit_price,order_type,delivery_date,po_status
PO-2024-0462,SUP-005,PRD-030,2024-10-09,2024-10-09,401,185.0,186.38,Regular,2024-10-19,Completed
PO-2024-0463,SUP-012,PRD-003,2024-02-23,2024-02-23,332,95.0,94.68,Regular,2024-02-28,Completed
PO-2024-0464,SUP-003,PRD-030,2024-04-14,2024-04-14,373,185.0,208.74,Regular,2024-04-24,Completed
PO-2024-0465,SUP-011,PRD-025,2024-08-06,2024-08-06,287,28.0,32.52,Regular,2024-09-09,Completed
PO-2024-0466,SUP-010,PRD-025,2024-03-01,2024-03-01,370,28.0,28.0,Regular,2024-03-07,Completed
PO-2024-0467,SUP-015,PRD-014,2024-11-04,2024-11-04,466,60.0,72.45,Rush,2024-11-14,Completed
PO-2024-0468,SUP-003,PRD-024,2024-03-01,2024-03-01,465,40.0,53.56,Emergency,2024-03-24,Completed
PO-2024-0469,SUP-010,PRD-026,2024-02-01,2024-02-01,153,38.0,38.29,Regular,2024-02-05,Completed
PO-2024-0470,SUP-012,PRD-013,2024-12-25,2024-12-25,50,75.0,85.76,Rush,2024-12-30,Cancelled
PO-2024-0471,SUP-005,PRD-024,2024-02-02,2024-02-02,129,40.0,40.06,Regular,2024-02-10,Completed
PO-2024-0472,SUP-007,PRD-005,2024-03-27,2024-03-27,289,180.0,210.43,Rush,2024-03-30,Completed
PO-2024-0473,SUP-007,PRD-022,2024-02-06,2024-02-06,61,30.0,30.4,Regular,2024-02-10,Completed
PO-2024-0474,SUP-015,PRD-030,2024-02-06,2024-02-06,308,185.0,182.67,Regular,2024-03-07,Completed
PO-2024-0475,SUP-008,PRD-018,2024-07-31,2024-07-31,418,120.0,130.35,Regular,2024-08-28,Completed
PO-2024-0476,SUP-009,PRD-022,2024-12-10,2024-12-10,89,30.0,35.6,Emergency,2024-12-23,Completed
PO-2024-0477,SUP-013,PRD-027,2024-07-19,2024-07-19,83,55.0,54.88,Regular,2024-08-03,Completed
PO-2024-0478,SUP-005,PRD-015,2024-09-21,2024-09-21,236,155.0,157.4,Regular,2024-09-26,Pending
PO-2024-0479,SUP-015,PRD-005,2024-05-09,2024-05-09,402,180.0,185.82,Regular,2024-06-08,Completed
PO-2024-0480,SUP-013,PRD-015,2024-05-28,2024-05-28,104,155.0,159.35,Regular,2024-06-10,Completed
PO-2024-0481,SUP-010,PRD-010,2024-02-26,2024-02-26,54,130.0,132.42,Regular,2024-02-29,Completed
PO-2024-0482,SUP-001,PRD-016,2024-01-28,2024-01-28,413,90.0,90.4,Regular,2024-02-07,Completed
PO-2024-0483,SUP-010,PRD-003,2024-12-06,2024-12-06,121,95.0,95.18,Regular,2024-12-09,Completed
PO-2024-0484,SUP-014,PRD-016,2024-01-14,2024-01-14,161,90.0,93.39,Regular,2024-01-20,Completed
PO-2024-0485,SUP-005,PRD-013,2024-01-01,2024-01-01,291,75.0,75.82,Regular,2024-01-10,Cancelled
PO-2024-0486,SUP-004,PRD-019,2024-09-28,2024-09-28,469,80.0,80.24,Regular,2024-10-06,Completed
PO-2024-0487,SUP-009,PRD-023,2024-10-23,2024-10-23,425,25.0,25.6,Regular,2024-11-01,Completed
PO-2024-0488,SUP-008,PRD-006,2024-03-03,2024-03-03,299,110.0,122.29,Regular,2024-03-28,Completed
PO-2024-0489,SUP-015,PRD-005,2024-10-10,2024-10-10,57,180.0,178.51,Regular,2024-11-07,Completed
PO-2024-0490,SUP-010,PRD-005,2024-07-06,2024-07-06,142,180.0,184.06,Regular,2024-07-15,Completed
PO-2024-0491,SUP-003,PRD-021,2024-08-19,2024-08-19,211,35.0,41.09,Regular,2024-09-11,Completed
PO-2024-0492,SUP-003,PRD-013,2024-03-16,2024-03-16,149,75.0,95.33,Rush,2024-04-10,Completed
PO-2024-0493,SUP-012,PRD-007,2024-10-30,2024-10-30,385,135.0,138.56,Regular,2024-11-07,Pending
PO-2024-0494,SUP-012,PRD-027,2024-05-24,2024-05-24,464,55.0,54.84,Regular,2024-05-31,Completed
PO-2024-0495,SUP-013,PRD-022,2024-07-30,2024-07-30,284,30.0,30.4,Regular,2024-08-12,Completed
PO-2024-0496,SUP-009,PRD-030,2024-05-10,2024-05-10,435,185.0,183.12,Regular,2024-05-24,Completed
PO-2024-0497,SUP-001,PRD-022,2024-04-12,2024-04-12,123,30.0,30.5,Regular,2024-04-19,Completed
PO-2024-0498,SUP-007,PRD-029,2024-08-29,2024-08-29,360,220.0,222.53,Regular,2024-09-07,Completed
PO-2024-0499,SUP-009,PRD-029,2024-02-09,2024-02-09,184,220.0,221.47,Regular,2024-02-19,Completed
PO-2024-0500,SUP-004,PRD-006,2024-07-08,2024-07-08,477,110.0,108.02,Regular,2024-07-14,Completed
PO-2024-0501,SUP-010,PRD-007,2024-03-27,2024-03-27,378,135.0,150.65,Rush,2024-03-31,Completed
PO-2024-0502,SUP-015,PRD-007,2024-05-27,2024-05-27,129,135.0,138.54,Regular,2024-06-28,Completed
PO-2024-0503,SUP-013,PRD-009,2024-12-09,2024-12-09,432,155.0,157.59,Regular,2024-12-20,Completed
PO-2024-0504,SUP-004,PRD-021,2024-03-18,2024-03-18,485,35.0,34.51,Regular,2024-03-25,Completed
PO-2024-0505,SUP-011,PRD-027,2024-09-28,2024-09-28,62,55.0,64.08,Regular,2024-10-28,Completed
PO-2024-0506,SUP-008,PRD-018,2024-04-13,2024-04-13,357,120.0,131.54,Regular,2024-05-08,Completed
PO-2024-0507,SUP-013,PRD-003,2024-10-24,2024-10-24,143,95.0,94.25,Regular,2024-11-07,Completed
PO-2024-0508,SUP-009,PRD-013,2024-10-28,2024-10-28,278,75.0,76.62,Regular,2024-11-06,Completed
PO-2024-0509,SUP-010,PRD-008,2024-04-12,2024-04-12,415,210.0,213.27,Regular,2024-04-20,Completed
PO-2024-0510,SUP-005,PRD-015,2024-03-29,2024-03-29,239,155.0,156.49,Regular,2024-04-06,Completed
PO-2024-0511,SUP-002,PRD-027,2024-04-05,2024-04-05,81,55.0,55.35,Regular,2024-04-15,Completed
PO-2024-0512,SUP-010,PRD-022,2024-04-18,2024-04-18,234,30.0,30.0,Regular,2024-04-23,Completed
PO-2024-0513,SUP-008,PRD-005,2024-05-22,2024-05-22,61,180.0,194.15,Regular,2024-06-17,Completed
PO-2024-0514,SUP-015,PRD-013,2024-11-08,2024-11-08,90,75.0,89.43,Rush,2024-12-10,Completed
PO-2024-0515,SUP-002,PRD-028,2024-10-06,2024-10-06,442,95.0,106.43,Rush,2024-10-17,Completed
PO-2024-0516,SUP-005,PRD-003,2024-03-12,2024-03-12,110,95.0,95.98,Regular,2024-03-16,Completed
PO-2024-0517,SUP-013,PRD-002,2024-05-23,2024-05-23,452,120.0,118.88,Regular,2024-06-03,Completed
PO-2024-0518,SUP-013,PRD-017,2024-09-29,2024-09-29,252,105.0,106.11,Regular,2024-10-09,Completed
PO-2024-0519,SUP-011,PRD-025,2024-09-05,2024-09-05,315,28.0,32.98,Regular,2024-10-06,Completed
PO-2024-0520,SUP-011,PRD-022,2024-12-26,2024-12-26,456,30.0,35.57,Regular,2025-01-28,Completed
PO-2024-0521,SUP-011,PRD-018,2024-10-17,2024-10-17,352,120.0,139.94,Regular,2024-11-15,Completed
PO-2024-0522,SUP-004,PRD-013,2024-03-18,2024-03-18,338,75.0,76.52,Regular,2024-03-25,Pending
PO-2024-0523,SUP-007,PRD-020,2024-07-28,2024-07-28,435,95.0,111.42,Rush,2024-08-05,Completed
PO-2024-0524,SUP-007,PRD-008,2024-03-31,2024-03-31,367,210.0,209.89,Regular,2024-04-05,Completed
PO-2024-0525,SUP-007,PRD-025,2024-11-20,2024-11-20,135,28.0,27.74,Regular,2024-11-27,Pending
PO-2024-0526,SUP-010,PRD-011,2024-05-26,2024-05-26,287,85.0,85.53,Regular,2024-06-04,Completed
PO-2024-0527,SUP-010,PRD-027,2024-04-12,2024-04-12,82,55.0,56.1,Regular,2024-04-15,Completed
PO-2024-0528,SUP-015,PRD-023,2024-03-03,2024-03-03,265,25.0,25.5,Regular,2024-04-03,Completed
PO-2024-0529,SUP-012,PRD-001,2024-02-27,2024-02-27,125,45.0,46.68,Regular,2024-03-08,Pending
PO-2024-0530,SUP-003,PRD-015,2024-06-13,2024-06-13,76,155.0,178.1,Regular,2024-07-03,Completed
PO-2024-0531,SUP-005,PRD-010,2024-09-13,2024-09-13,136,130.0,129.53,Regular,2024-09-19,Completed
PO-2024-0532,SUP-005,PRD-013,2024-10-19,2024-10-19,446,75.0,74.41,Regular,2024-10-27,Completed
PO-2024-0533,SUP-014,PRD-029,2024-08-21,2024-08-21,378,220.0,220.58,Regular,2024-08-28,Completed
PO-2024-0534,SUP-015,PRD-002,2024-09-11,2024-09-11,278,120.0,117.99,Regular,2024-10-08,Completed
PO-2024-0535,SUP-014,PRD-008,2024-11-06,2024-11-06,348,210.0,208.34,Regular,2024-11-13,Pending
PO-2024-0536,SUP-008,PRD-018,2024-10-21,2024-10-21,251,120.0,129.22,Regular,2024-11-14,Completed
PO-2024-0537,SUP-015,PRD-014,2024-05-03,2024-05-03,274,60.0,59.0,Regular,2024-06-01,Completed
PO-2024-0538,SUP-011,PRD-004,2024-02-09,2024-02-09,132,65.0,78.26,Regular,2024-03-09,Completed
PO-2024-0539,SUP-002,PRD-027,2024-12-21,2024-12-21,228,55.0,56.33,Regular,2025-01-02,Completed
PO-2024-0540,SUP-009,PRD-022,2024-12-30,2024-12-30,416,30.0,31.03,Regular,2025-01-11,Completed
PO-2024-0541,SUP-008,PRD-026,2024-02-19,2024-02-19,235,38.0,40.9,Regular,2024-03-14,Completed
PO-2024-0542,SUP-014,PRD-014,2024-10-05,2024-10-05,103,60.0,60.69,Regular,2024-10-14,Completed
PO-2024-0543,SUP-014,PRD-002,2024-01-19,2024-01-19,155,120.0,121.75,Regular,2024-01-29,Completed
PO-2024-0544,SUP-013,PRD-026,2024-04-16,2024-04-16,190,38.0,45.83,Emergency,2024-04-29,Completed
PO-2024-0545,SUP-010,PRD-029,2024-07-25,2024-07-25,248,220.0,259.2,Emergency,2024-08-01,Completed
PO-2024-0546,SUP-010,PRD-003,2024-09-05,2024-09-05,52,95.0,97.23,Regular,2024-09-11,Completed
PO-2024-0547,SUP-013,PRD-015,2024-06-15,2024-06-15,399,155.0,156.7,Regular,2024-06-27,Completed
PO-2024-0548,SUP-007,PRD-002,2024-11-22,2024-11-22,176,120.0,136.92,Rush,2024-11-25,Completed
PO-2024-0549,SUP-008,PRD-012,2024-12-24,2024-12-24,149,55.0,60.56,Regular,2025-01-21,Completed
PO-2024-0550,SUP-009,PRD-020,2024-11-12,2024-11-12,439,95.0,107.86,Rush,2024-11-21,Completed
PO-2024-0551,SUP-009,PRD-020,2024-07-18,2024-07-18,187,95.0,93.41,Regular,2024-07-29,Completed
PO-2024-0552,SUP-013,PRD-006,2024-05-19,2024-05-19,50,110.0,125.04,Rush,2024-06-03,Completed
PO-2024-0553,SUP-012,PRD-009,2024-06-10,2024-06-10,119,155.0,152.74,Regular,2024-06-21,Pending
PO-2024-0554,SUP-001,PRD-026,2024-03-01,2024-03-01,266,38.0,43.69,Rush,2024-03-06,Completed
PO-2024-0555,SUP-004,PRD-021,2024-08-17,2024-08-17,67,35.0,36.08,Regular,2024-08-28,Pending
PO-2024-0556,SUP-005,PRD-021,2024-03-24,2024-03-24,308,35.0,35.72,Regular,2024-03-28,Completed
PO-2024-0557,SUP-001,PRD-011,2024-05-02,2024-05-02,155,85.0,85.76,Regular,2024-05-09,Completed
PO-2024-0558,SUP-003,PRD-017,2024-02-11,2024-02-11,278,105.0,135.51,Rush,2024-03-05,Completed
PO-2024-0559,SUP-014,PRD-023,2024-07-20,2024-07-20,286,25.0,25.58,Regular,2024-07-27,Completed
PO-2024-0560,SUP-008,PRD-026,2024-08-18,2024-08-18,77,38.0,41.61,Regular,2024-09-13,Completed
PO-2024-0561,SUP-001,PRD-021,2024-03-21,2024-03-21,108,35.0,35.48,Regular,2024-03-29,Completed
PO-2024-0562,SUP-006,PRD-005,2024-02-29,2024-02-29,401,180.0,180.02,Regular,2024-03-11,Pending
PO-2024-0563,SUP-010,PRD-020,2024-02-04,2024-02-04,93,95.0,97.66,Regular,2024-02-13,Completed
PO-2024-0564,SUP-015,PRD-008,2024-10-31,2024-10-31,393,210.0,253.75,Rush,2024-12-01,Cancelled
PO-2024-0565,SUP-003,PRD-025,2024-12-01,2024-12-01,336,28.0,32.3,Regular,2024-12-25,Completed
PO-2024-0566,SUP-002,PRD-006,2024-06-19,2024-06-19,383,110.0,107.89,Regular,2024-06-27,Completed
PO-2024-0567,SUP-001,PRD-028,2024-12-30,2024-12-30,176,95.0,95.36,Regular,2025-01-09,Completed
PO-2024-0568,SUP-006,PRD-006,2024-04-22,2024-04-22,305,110.0,113.07,Regular,2024-05-03,Completed
PO-2024-0569,SUP-007,PRD-029,2024-08-11,2024-08-11,78,220.0,217.96,Regular,2024-08-18,Completed
PO-2024-0570,SUP-003,PRD-006,2024-11-08,2024-11-08,217,110.0,110.0,Regular,2024-11-18,Completed
PO-2024-0571,SUP-005,PRD-006,2024-04-14,2024-04-14,278,110.0,112.42,Regular,2024-04-22,Cancelled
PO-2024-0572,SUP-005,PRD-009,2024-10-22,2024-10-22,208,155.0,156.14,Regular,2024-10-31,Completed
PO-2024-0573,SUP-008,PRD-026,2024-04-18,2024-04-18,456,38.0,47.05,Emergency,2024-05-12,Completed
PO-2024-0574,SUP-012,PRD-013,2024-10-09,2024-10-09,209,75.0,73.84,Regular,2024-10-15,Completed
PO-2024-0575,SUP-013,PRD-017,2024-11-02,2024-11-02,435,105.0,107.93,Regular,2024-11-16,Completed
PO-2024-0576,SUP-007,PRD-019,2024-01-19,2024-01-19,98,80.0,82.08,Regular,2024-01-27,Completed
PO-2024-0577,SUP-005,PRD-029,2024-01-01,2024-01-01,65,220.0,225.92,Regular,2024-01-11,Completed
PO-2024-0578,SUP-013,PRD-010,2024-12-30,2024-12-30,174,130.0,132.99,Regular,2025-01-12,Completed
PO-2024-0579,SUP-010,PRD-006,2024-07-14,2024-07-14,146,110.0,110.35,Regular,2024-07-24,Completed
PO-2024-0580,SUP-006,PRD-004,2024-05-23,2024-05-23,57,65.0,67.18,Regular,2024-06-02,Completed
PO-2024-0581,SUP-011,PRD-026,2024-09-13,2024-09-13,441,38.0,46.2,Regular,2024-10-17,Completed
PO-2024-0582,SUP-012,PRD-009,2024-05-05,2024-05-05,218,155.0,151.97,Regular,2024-05-15,Pending
PO-2024-0583,SUP-008,PRD-014,2024-08-10,2024-08-10,412,60.0,76.05,Emergency,2024-09-03,Completed
PO-2024-0584,SUP-008,PRD-026,2024-03-27,2024-03-27,398,38.0,41.79,Regular,2024-04-20,Completed
PO-2024-0585,SUP-009,PRD-025,2024-08-06,2024-08-06,162,28.0,28.74,Regular,2024-08-15,Completed
PO-2024-0586,SUP-009,PRD-029,2024-02-28,2024-02-28,470,220.0,228.12,Regular,2024-03-13,Completed
PO-2024-0587,SUP-008,PRD-005,2024-03-27,2024-03-27,130,180.0,198.66,Regular,2024-04-06,Completed
PO-2024-0588,SUP-011,PRD-021,2024-08-10,2024-08-10,459,35.0,40.81,Regular,2024-09-11,Pending
PO-2024-0589,SUP-010,PRD-018,2024-06-23,2024-06-23,114,120.0,123.34,Regular,2024-06-27,Completed
PO-2024-0590,SUP-013,PRD-002,2024-11-06,2024-11-06,490,120.0,120.29,Regular,2024-11-19,Completed
PO-2024-0591,SUP-002,PRD-019,2024-08-24,2024-08-24,262,80.0,79.71,Regular,2024-09-01,Completed
PO-2024-0592,SUP-014,PRD-004,2024-02-28,2024-02-28,164,65.0,75.83,Emergency,2024-03-05,Completed
PO-2024-0593,SUP-014,PRD-019,2024-10-08,2024-10-08,433,80.0,78.97,Regular,2024-10-13,Completed
PO-2024-0594,SUP-014,PRD-023,2024-01-07,2024-01-07,126,25.0,26.0,Regular,2024-01-17,Completed
PO-2024-0595,SUP-006,PRD-010,2024-05-25,2024-05-25,288,130.0,129.58,Regular,2024-06-05,Completed
PO-2024-0596,SUP-009,PRD-016,2024-07-09,2024-07-09,227,90.0,90.0,Regular,2024-07-24,Pending
PO-2024-0597,SUP-007,PRD-020,2024-05-30,2024-05-30,200,95.0,96.65,Regular,2024-06-06,Completed
PO-2024-0598,SUP-015,PRD-027,2024-02-11,2024-02-11,456,55.0,54.64,Regular,2024-03-10,Completed
PO-2024-0599,SUP-012,PRD-022,2024-10-01,2024-10-01,412,30.0,30.84,Regular,2024-10-07,Completed
PO-2024-0600,SUP-005,PRD-007,2024-04-19,2024-04-19,433,135.0,138.2,Regular,2024-04-23,Completed
PO-2024-0601,SUP-013,PRD-014,2024-04-15,2024-04-15,385,60.0,72.77,Emergency,2024-04-30,Completed
PO-2024-0602,SUP-005,PRD-010,2024-01-08,2024-01-08,447,130.0,148.11,Rush,2024-01-17,Pending
PO-2024-0603,SUP-010,PRD-014,2024-08-26,2024-08-26,278,60.0,61.23,Regular,2024-09-05,Completed
PO-2024-0604,SUP-006,PRD-021,2024-11-02,2024-11-02,145,35.0,38.85,Rush,2024-11-10,Completed
PO-2024-0605,SUP-015,PRD-007,2024-03-28,2024-03-28,452,135.0,139.09,Regular,2024-04-24,Completed
PO-2024-0606,SUP-011,PRD-026,2024-01-25,2024-01-25,410,38.0,44.97,Regular,2024-02-04,Completed
PO-2024-0607,SUP-014,PRD-015,2024-09-20,2024-09-20,184,155.0,156.39,Regular,2024-09-29,Completed
PO-2024-0608,SUP-011,PRD-025,2024-02-01,2024-02-01,484,28.0,33.26,Regular,2024-02-29,Completed
PO-2024-0609,SUP-008,PRD-010,2024-04-30,2024-04-30,92,130.0,144.18,Regular,2024-05-25,Completed
PO-2024-0610,SUP-010,PRD-021,2024-02-22,2024-02-22,305,35.0,35.95,Regular,2024-02-27,Completed
PO-2024-0611,SUP-009,PRD-016,2024-11-01,2024-11-01,91,90.0,90.26,Regular,2024-11-14,Completed
PO-2024-0612,SUP-006,PRD-025,2024-02-15,2024-02-15,317,28.0,30.36,Rush,2024-02-27,Completed
PO-2024-0613,SUP-003,PRD-020,2024-04-09,2024-04-09,82,95.0,106.62,Regular,2024-04-19,Completed
PO-2024-0614,SUP-010,PRD-017,2024-04-12,2024-04-12,198,105.0,104.58,Regular,2024-04-18,Completed
PO-2024-0615,SUP-009,PRD-011,2024-03-27,2024-03-27,450,85.0,85.06,Regular,2024-04-06,Completed
PO-2024-0616,SUP-011,PRD-022,2024-11-22,2024-11-22,218,30.0,35.95,Regular,2024-12-22,Completed
PO-2024-0617,SUP-012,PRD-030,2024-11-15,2024-11-15,430,185.0,185.79,Regular,2024-11-25,Completed
PO-2024-0618,SUP-014,PRD-019,2024-11-18,2024-11-18,493,80.0,81.95,Regular,2024-11-28,Completed
PO-2024-0619,SUP-015,PRD-023,2024-08-14,2024-08-14,231,25.0,25.55,Regular,2024-09-11,Cancelled
PO-2024-0620,SUP-005,PRD-010,2024-04-30,2024-04-30,278,130.0,130.39,Regular,2024-05-10,Completed
PO-2024-0621,SUP-012,PRD-001,2024-11-03,2024-11-03,248,45.0,50.25,Rush,2024-11-10,Completed
PO-2024-0622,SUP-014,PRD-022,2024-04-24,2024-04-24,144,30.0,30.84,Regular,2024-05-04,Completed
PO-2024-0623,SUP-010,PRD-025,2024-05-01,2024-05-01,118,28.0,31.28,Rush,2024-05-06,Completed
PO-2024-0624,SUP-010,PRD-023,2024-04-21,2024-04-21,73,25.0,25.0,Regular,2024-04-29,Completed
PO-2024-0625,SUP-011,PRD-020,2024-02-06,2024-02-06,400,95.0,123.42,Rush,2024-03-05,Completed
PO-2024-0626,SUP-014,PRD-023,2024-12-29,2024-12-29,479,25.0,24.62,Regular,2025-01-04,Completed
PO-2024-0627,SUP-002,PRD-012,2024-08-08,2024-08-08,230,55.0,64.97,Rush,2024-08-20,Completed
PO-2024-0628,SUP-012,PRD-001,2024-05-23,2024-05-23,394,45.0,45.66,Regular,2024-06-02,Completed
PO-2024-0629,SUP-001,PRD-008,2024-11-02,2024-11-02,403,210.0,211.54,Regular,2024-11-11,Completed
PO-2024-0630,SUP-013,PRD-014,2024-05-01,2024-05-01,437,60.0,61.06,Regular,2024-05-11,Completed
PO-2024-0631,SUP-008,PRD-007,2024-04-16,2024-04-16,99,135.0,173.8,Emergency,2024-04-26,Completed
PO-2024-0632,SUP-011,PRD-026,2024-10-01,2024-10-01,344,38.0,44.85,Regular,2024-10-11,Completed
PO-2024-0633,SUP-005,PRD-011,2024-01-28,2024-01-28,115,85.0,85.48,Regular,2024-02-02,Completed
PO-2024-0634,SUP-012,PRD-030,2024-05-21,2024-05-21,81,185.0,187.93,Regular,2024-05-31,Completed
PO-2024-0635,SUP-001,PRD-023,2024-04-08,2024-04-08,163,25.0,25.11,Regular,2024-04-16,Pending
PO-2024-0636,SUP-005,PRD-019,2024-02-11,2024-02-11,309,80.0,96.69,Emergency,2024-02-19,Pending
PO-2024-0637,SUP-010,PRD-011,2024-09-28,2024-09-28,176,85.0,85.28,Regular,2024-10-04,Completed
PO-2024-0638,SUP-015,PRD-010,2024-12-29,2024-12-29,373,130.0,131.26,Regular,2025-01-08,Cancelled
PO-2024-0639,SUP-013,PRD-009,2024-08-06,2024-08-06,368,155.0,158.6,Regular,2024-08-20,Completed
PO-2024-0640,SUP-006,PRD-017,2024-07-29,2024-07-29,468,105.0,122.58,Emergency,2024-08-11,Completed
PO-2024-0641,SUP-011,PRD-010,2024-12-27,2024-12-27,253,130.0,150.39,Regular,2025-01-28,Completed
PO-2024-0642,SUP-002,PRD-001,2024-09-05,2024-09-05,278,45.0,46.25,Regular,2024-09-15,Completed
PO-2024-0643,SUP-006,PRD-020,2024-12-31,2024-12-31,129,95.0,93.1,Regular,2025-01-11,Completed
PO-2024-0644,SUP-005,PRD-028,2024-11-13,2024-11-13,191,95.0,95.65,Regular,2024-11-22,Completed
PO-2024-0645,SUP-006,PRD-017,2024-08-29,2024-08-29,306,105.0,108.95,Regular,2024-09-06,Completed
PO-2024-0646,SUP-008,PRD-027,2024-01-22,2024-01-22,206,55.0,59.63,Regular,2024-02-15,Completed
PO-2024-0647,SUP-010,PRD-008,2024-12-12,2024-12-12,446,210.0,215.55,Regular,2024-12-15,Completed
PO-2024-0648,SUP-013,PRD-006,2024-06-25,2024-06-25,377,110.0,108.97,Regular,2024-07-05,Completed
PO-2024-0649,SUP-007,PRD-013,2024-10-06,2024-10-06,335,75.0,76.42,Regular,2024-10-11,Completed
PO-2024-0650,SUP-008,PRD-009,2024-09-28,2024-09-28,347,155.0,172.0,Regular,2024-10-25,Completed
PO-2024-0651,SUP-007,PRD-011,2024-10-14,2024-10-14,74,85.0,85.34,Regular,2024-10-20,Completed
PO-2024-0652,SUP-012,PRD-002,2024-12-22,2024-12-22,253,120.0,117.96,Regular,2025-01-02,Completed
PO-2024-0653,SUP-015,PRD-020,2024-01-26,2024-01-26,126,95.0,95.33,Regular,2024-02-22,Completed
PO-2024-0654,SUP-014,PRD-027,2024-06-20,2024-06-20,491,55.0,64.47,Emergency,2024-06-26,Completed
PO-2024-0655,SUP-014,PRD-004,2024-08-12,2024-08-12,451,65.0,67.44,Regular,2024-08-22,Completed
PO-2024-0656,SUP-003,PRD-016,2024-08-12,2024-08-12,370,90.0,100.85,Regular,2024-09-04,Completed
PO-2024-0657,SUP-002,PRD-019,2024-03-22,2024-03-22,424,80.0,80.8,Regular,2024-04-01,Completed
PO-2024-0658,SUP-005,PRD-026,2024-04-28,2024-04-28,89,38.0,38.5,Regular,2024-05-02,Completed
PO-2024-0659,SUP-011,PRD-011,2024-02-07,2024-02-07,287,85.0,99.26,Regular,2024-03-10,Pending
PO-2024-0660,SUP-015,PRD-006,2024-07-24,2024-07-24,327,110.0,112.53,Regular,2024-08-03,Completed
PO-2024-0661,SUP-006,PRD-001,2024-12-23,2024-12-23,223,45.0,44.13,Regular,2025-01-02,Pending
PO-2024-0662,SUP-002,PRD-009,2024-03-05,2024-03-05,265,155.0,159.51,Regular,2024-03-14,Completed
PO-2024-0663,SUP-003,PRD-026,2024-08-04,2024-08-04,265,38.0,44.51,Regular,2024-08-23,Cancelled
PO-2024-0664,SUP-002,PRD-016,2024-11-18,2024-11-18,396,90.0,93.44,Regular,2024-11-30,Completed
PO-2024-0665,SUP-007,PRD-012,2024-04-06,2024-04-06,316,55.0,55.25,Regular,2024-04-09,Completed
PO-2024-0666,SUP-005,PRD-019,2024-02-09,2024-02-09,222,80.0,81.75,Regular,2024-02-19,Cancelled
PO-2024-0667,SUP-003,PRD-004,2024-08-03,2024-08-03,86,65.0,72.89,Regular,2024-08-27,Completed
PO-2024-0668,SUP-001,PRD-011,2024-06-21,2024-06-21,228,85.0,86.05,Regular,2024-06-26,Completed
PO-2024-0669,SUP-002,PRD-024,2024-07-26,2024-07-26,451,40.0,47.03,Emergency,2024-08-03,Completed
PO-2024-0670,SUP-015,PRD-027,2024-10-26,2024-10-26,177,55.0,55.27,Regular,2024-11-23,Completed
PO-2024-0671,SUP-015,PRD-004,2024-05-07,2024-05-07,205,65.0,79.16,Rush,2024-06-08,Completed
PO-2024-0672,SUP-010,PRD-022,2024-02-16,2024-02-16,273,30.0,34.23,Rush,2024-02-20,Completed
PO-2024-0673,SUP-004,PRD-028,2024-05-28,2024-05-28,362,95.0,97.91,Regular,2024-06-06,Completed
PO-2024-0674,SUP-015,PRD-008,2024-12-17,2024-12-17,95,210.0,217.79,Regular,2025-01-15,Pending
PO-2024-0675,SUP-014,PRD-024,2024-06-30,2024-06-30,282,40.0,39.94,Regular,2024-07-04,Completed
PO-2024-0676,SUP-010,PRD-006,2024-10-30,2024-10-30,140,110.0,112.8,Regular,2024-11-04,Completed
PO-2024-0677,SUP-002,PRD-022,2024-02-18,2024-02-18,264,30.0,29.84,Regular,2024-03-03,Completed
PO-2024-0678,SUP-008,PRD-025,2024-11-06,2024-11-06,342,28.0,30.51,Regular,2024-12-02,Completed
PO-2024-0679,SUP-008,PRD-015,2024-07-09,2024-07-09,416,155.0,171.13,Regular,2024-08-07,Completed
PO-2024-0680,SUP-007,PRD-006,2024-11-05,2024-11-05,100,110.0,112.12,Regular,2024-11-10,Pending
PO-2024-0681,SUP-004,PRD-004,2024-12-20,2024-12-20,272,65.0,65.34,Regular,2024-12-28,Pending
PO-2024-0682,SUP-010,PRD-024,2024-12-30,2024-12-30,209,40.0,48.1,Emergency,2025-01-03,Completed
PO-2024-0683,SUP-005,PRD-026,2024-11-01,2024-11-01,324,38.0,38.92,Regular,2024-11-06,Completed
PO-2024-0684,SUP-011,PRD-019,2024-07-09,2024-07-09,478,80.0,95.04,Regular,2024-08-07,Completed
PO-2024-0685,SUP-015,PRD-026,2024-02-04,2024-02-04,467,38.0,38.64,Regular,2024-03-03,Cancelled
PO-2024-0686,SUP-011,PRD-011,2024-04-13,2024-04-13,499,85.0,98.67,Regular,2024-05-12,Completed
PO-2024-0687,SUP-009,PRD-023,2024-06-16,2024-06-16,111,25.0,26.0,Regular,2024-06-26,Completed
PO-2024-0688,SUP-005,PRD-014,2024-01-15,2024-01-15,277,60.0,59.5,Regular,2024-01-22,Completed
PO-2024-0689,SUP-012,PRD-009,2024-10-31,2024-10-31,407,155.0,161.06,Regular,2024-11-07,Completed
PO-2024-0690,SUP-012,PRD-007,2024-09-02,2024-09-02,331,135.0,151.01,Rush,2024-09-12,Cancelled
PO-2024-0691,SUP-013,PRD-026,2024-06-19,2024-06-19,499,38.0,38.12,Regular,2024-07-01,Completed
PO-2024-0692,SUP-006,PRD-011,2024-12-27,2024-12-27,85,85.0,86.06,Regular,2025-01-03,Completed
